0;Province;City;Place;Rating;Jumlah Rating;Type;Address;Description;Harga;;;;;;;;;;;;;;
189;Aceh;Kabupaten Pidie;Pendopo Bupati Pidie;4.1;499;Pendidikan;9XP7+RF5, Blok Bengkel, Kota Sigli, Pidie Regency, Aceh 24114;;;;;;;;;;;;;;;;
190;Aceh;Kabupaten Pidie Jaya ;Pantai Meurah Seutia (MANOHARA);4.2;254;Alam;Gampong Meunasah Balek, Kecamatan Meureudu, Pidie Jaya;;;;;;;;;;;;;;;;
191;Aceh;Kabupaten Pidie Jaya ;PEDIR Museum;4.6;12;Pendidikan;Unnamed Road, Mns Blang Glong, Kec. Bandar Baru, Kabupaten Pidie Jaya, Aceh 24171;Museum merupakan media yang universal untuk pelestarian warisan budaya, wahana pembelajaran masyarakat, serta objek wisata edukatif untuk pelestarian warisan;;;;;;;;;;;;;;;
192;Aceh;Kabupaten Simeulue;Mincau;4.9;14;Alam;Aceh;Pulau Mincau dengan pasir putihnya yang membentang di bibir pantai, menyajikan pemandangan yang menarik ke daratan Simeulue.;;;;;;;;;;;;;;;
193;Aceh;Kabupaten Simeulue;Pantai Busung;4.4;104;Alam;Aceh;Pantai Busung sendiri berada di Desa Busung, Kecamatan Teupah Tengah. Di Pantai ini terdapat resort yang berada di Taman Pulau Raja Rayo. ;;;;;;;;;;;;;;;
194;Aceh;Kabupaten Simeulue;Nancala Beach;4.2;22;Alam;Aceh;;;;;;;;;;;;;;;;
195;Aceh;Kabupaten Simeulue;Pantai Ganting;4.2;80;Alam;Pantai Ganting terletak di Desa Kuala Makmur, Kecamatan Simeulue Timur, Kabupaten Simeulue, Provinsi Aceh.;Pantai Ganting terletak di Desa Kuala Makmur, Kecamatan Simeulue Timur, Kabupaten Simeulue, Provinsi Aceh.;;;;;;;;;;;;;;;
196;Aceh;Kabupaten Simeulue;Pulau Panjang;5.0;3;Alam;Aceh;;;;;;;;;;;;;;;;
197;Aceh;Kabupaten Simeulue;Simeulue Cut Island;4.1;14;Alam;Pulau Simeulue Cut adalah pulau terluar Indonesia yang terletak di Samudra Hindia di pesisir barat pulau Sumatra. ;Pulau Simeulue Cut adalah pulau terluar Indonesia yang terletak di Samudra Hindia di pesisir barat pulau Sumatra. ;;;;;;;;;;;;;;;
198;Aceh;Kabupaten Simeulue;Wisata Pulau Pinang;4.3;38;Alam;M627+2MX, Desa, Luan Balu, Tlk. Dalam, Kabupaten Simeulue, Aceh;;;;;;;;;;;;;;;;
199;Aceh;Kabupaten Simeulue;Pantai lantik;4.5;24;Alam;C7M5+726, Lantik, Teupah Barat, Simeulue Regency, Aceh;Salah satu destinasi wisata yang hits dan kekinian di Pulau Simeulue yakni Pantai Alay Sektare (Pantai Panjang) yang terletak di Desa Lantik;;;;;;;;;;;;;;;
200;Aceh;Kabupaten Simeulue;Pantai Matanurung;4.5;10;Alam;98P9+M64, Matanurung, Simeulue Timur, Simeulue Regency, Aceh;Pantai Matanurung merupakan pantai yang diburu para peselancar dunia karena ombaknya yang bergulung disebut Long Tube Barrels.;;;;;;;;;;;;;;;
201;Aceh;Kota Banda Aceh;Masjid Raya Baiturrahman;4.9;25081;Religi;Jl. Moh. Jam No.1, Kp. Baru, Kec. Baiturrahman, Kota Banda Aceh, Aceh;Baiturrahman Grand Mosque is a Mosque located in the center of Banda Aceh city, Aceh Province, Indonesia. ;;;;;;;;;;;;;;;
202;Aceh;Kota Banda Aceh;Museum Tsunami Aceh;4.6;10604;Sejarah;Jl. Sultan Iskandar Muda No.3, Sukaramai, Kec. Baiturrahman, Kota Banda Aceh, Aceh 23116;The Aceh Tsunami Museum, located in Banda Aceh, Aceh, Indonesia, is a museum designed as a symbolic reminder of the 2004 Indian Ocean earthquake and tsunami disaster, as well as an educational center and an emergency disaster shelter in case the area is ever hit by a tsunami again;;;;;;;;;;;;;;;
203;Aceh;Kota Banda Aceh;Museum Aceh;4.6;1968;Sejarah;Jl. Sultan Mahmudsyah No.10, Peuniti, Kec. Baiturrahman, Kota Banda Aceh, Aceh 23116;Aceh State Museum, popularly known as Aceh Museum or Banda Aceh Museum is a museum in Banda Aceh, Indonesia. It is one of the oldest museum in Indonesia.;;;;;;;;;;;;;;;
204;Aceh;Kota Banda Aceh;Museum PLTD Apung;4.6;8151;Sejarah;Punge Blang Cut, Jaya Baru, Banda Aceh City, Aceh 23116;PLTD Apung 1 is a tourist attraction and former active duty electric generator ship, stranded on dry land in Banda Aceh, Sumatra, Indonesia. The 2,600-ton vessel had been in the sea when the 2004 Indian Ocean earthquake and tsunami occurred, with the tsunami carrying her 2 to 3 kilometres inland. The Apung 1, then owned by the local power generating company, crashed upon two homes when she was taken ashore, killing those inside. Visitors can enter the ship and explore the interior in its entirety. The government gave Apung 1 to Aceh during the Aceh conflict between the government and the Free Aceh Movement. In 2012–2013, the boat was renovated and now has two towers, a monument, a flying walk, a jogging area, and a fountain. ;;;;;;;;;;;;;;;
205;Aceh;Kota Banda Aceh;Ulee Lheue Beach;4.4;3376;Alam;H75P+W42, Ulee Lheue, Meuraxa, Banda Aceh City, Aceh;A perfect place to witnessing sunset while getting fresh coconut drink and grilled/fried fish ball which sold along the road.;;;;;;;;;;;;;;;
206;Aceh;Kota Banda Aceh;Putroe Phang Park;4.4;781;Sejarah;Jl. Merapi No.37, Sukaramai, Kec. Baiturrahman, Kota Banda Aceh, Aceh 23116;Gunongan Historical Park is located in the Aceh Province of Sumatra, Indonesia. Possibly built by Iskandar Muda, the grounds of the historical park contain a 17th Century palace, garden, and white circular structure whose purpose is unknown, the Gunongan, after which the park has been named. The origins and function of the Gunongan palace are unknown, though it is theorized to be either built on the remains of an older structure or built during the 17th century that combined Hindu and Islamic aesthetics. Its function possibly had a sacred significance but it later became a leisure ground for the Acehnese royal family.;;;;;;;;;;;;;;;
207;Aceh;Kota Banda Aceh;Lapangan Blang Padang;4.4;10389;Pendidikan;Kampung Baru, Baiturrahman, Banda Aceh City, Aceh 23116;;;;;;;;;;;;;;;;
208;Aceh;Kota Banda Aceh;Pantai Alue Naga;4.3;377;Alam; Kecamatan Syiah Kuala, Kota Banda Aceh, Provinsi Aceh.;antai Alue Naga merupakan salah satu pantai eksotis berpasir hitam di Banda Aceh yang terletak di Desa Nelayan Alue Naga,;;;;;;;;;;;;;;;
209;Aceh;Kota Banda Aceh;Baiturrahim Mosque Ulee Lheue;4.7;2684;Religi;H74M+8M7, Gp., Ulee Lheue, Meuraxa, Ulee Lheue, Banda Aceh, Kota Banda Aceh, Aceh 23232;Baiturrahim Mosque is a mosque located in Ulee Lheue, Meuraksa sub-district, Aceh Province, Indonesia. As a legacy of the sultan of Aceh in the 17th century, it is one of the historical mosques in Indonesia.;;;;;;;;;;;;;;;
210;Aceh;Kota Banda Aceh;Pantai Ulee Lheue;4.5;542;Alam;H77R+QW3, Ulee Lheue, Meuraxa, Banda Aceh City, Aceh;Disepanjang pinggir pantai bisa dijumpai adanya jajanan-jajanan pedagang kali lima dengan banyak pilihan jenis dan rasa yang harganya terjangkau;;;;;;;;;;;;;;;
211;Aceh;Kota Banda Aceh;Tomb of Syiah Kuala;4.6;129;Sejarah;H8RH+X56, Gp. Deah Raya, Syiah Kuala, Deah Raya, Kec. Syiah Kuala, Kota Banda Aceh, Aceh;Such sacred tomb resides in Meunasah Deyah Kuala Village and belongs to Banda Aceh City. It is the tomb of a famous person named Abdurrauf As Singkili ;;;;;;;;;;;;;;;
212;Aceh;Kota Banda Aceh;Taman Sari;4.7;100;Alam;G8W8+C9H, Sukaramai, Baiturrahman, Banda Aceh City, Aceh 23116;aman Sari Gunongan dibangun pada era Sultan Iskandar Muda yang pernah memerintah di tahun 1607-1636. Taman Gunongan atau disebut Taman Ghairah;;;;;;;;;;;;;;;
213;Aceh;Kota Banda Aceh;H Harun Keuchik Leumiek Mosque;4.9;1701;Religi;Lamseupeung, Lueng Bata, Banda Aceh City, Aceh 23127;Mosque inaugurated in 2019, with a marble interior decorated with calligraphy & gold-topped columns.;;;;;;;;;;;;;;;
214;Aceh;Kota Banda Aceh;Tugu Simpang Lima Banda Aceh;4.6;1309;Sejarah;JL. Sri Ratu Safiatuddin No.1 Simpang Lima, Banda Aceh, Peunayong, Kuta Alam, Banda Aceh City, Aceh 13430;Landmark installation at a traffic circle featuring curved pillars with gilded inscriptions.;;;;;;;;;;;;;;;
215;Aceh;Kota Banda Aceh;Blang Padang Banda Aceh;4.5;1540;Alam;G8X7+XVG, Jl. Taman Blang Padang, Kp. Baru, Kec. Baiturrahman, Kota Banda Aceh, Aceh 23116;Blang padang adalah sebuah lapangan yang luas dan hampar di tengah2 kota banda aceh yg dekat dengan sebelah utara dgn Mesjid baiturrahman;;;;;;;;;;;;;;;
216;Aceh;Kota Banda Aceh;Dermaga Wisata Ulee Lheue;4.1;34;Alam;H74P+8F4, Ulee Lheue, Meuraxa, Banda Aceh City, Aceh;;;;;;;;;;;;;;;;
217;Aceh;Kota Banda Aceh;Hutan Kota BNI Banda Aceh;4.3;976;Alam;H9M2+QCR, Jl. Hutan, Tibang, Kec. Syiah Kuala, Kota Banda Aceh, Aceh; Hutan kota yang dibangun di lahan seluas 6,15 hektar ini berfungsi untuk menjaga ekologi sebagai upaya menggalakkan Banda Aceh;;;;;;;;;;;;;;;
218;Aceh;Kota Banda Aceh;Pantai Syiah Kuala;4.3;274;Alam;Aceh; Pantai Syiah Kuala letaknya hanya 10 menit dari pusat kota Banda Aceh. ;;;;;;;;;;;;;;;
219;Aceh;Kota Banda Aceh;Masjid Baitul Musyahadah;4.7;1441;Religi;G8P4+HVQ, Jl. Teuku Umar, Geuceu Kayee Jato, Kec. Banda Raya, Kota Banda Aceh, Aceh 23232; MASJID Baitul Musyahadah merupakan satu-satunya masjid di Banda Aceh yang memiliki kubah berbentuk kupiah.;;;;;;;;;;;;;;;
220;Aceh;Kota Langsa;Wisata Hutan Mangrove Kota Langsa;4.3;619;Alam;Hutan mangrove, Kuala Langsa, Kec. Langsa Bar., Kota Langsa, Aceh; Kota Langsa yang berada di pesisir timur Provinsi Aceh, memiliki hutan mangrove membanggakan sebagai penelitian, konservasi;;;;;;;;;;;;;;;
221;Aceh;Kota Langsa;Mutiara Water Park;4.2;885;Alam;FWVV+MXF, Paya Bujok Seuleumak, Langsa Baro, Langsa City, Aceh 24375;;;;;;;;;;;;;;;;
222;Aceh;Kota Langsa;Taman Hutan Kota Langsa;4.3;2373;Alam;Jl. Kolam Renang, Paya Bujok Seuleumak, Kec. Langsa Baro, Kota Langsa, Aceh 24375; Hutan Kota Langsa merupakan hutan lindung yang juga menjadi tujuan wisata favorit di Kota Langsa, hutan ini memiliki banyak koleksi flora;;;;;;;;;;;;;;;
223;Aceh;Kota Langsa;Kantoorgebouw Der Atjehsche Handel-Maatschappij Te Langsar;4.7;21;Sejarah; FXC9+F3J, Gampong Jawa, Langsa Kota, Langsa City, Aceh;Het Kantoorgebouw Der Atjehsche Handel-Maatschappij Te Langsar, bangunan peninggalan di masa penjajahan Belanda, di · Menara Pandang Hutan Mangrove Langsa;;;;;;;;;;;;;;;
224;Aceh;Kota Langsa;Tower Hutan Mangrove Kota Langsa;4.7;34;Alam;G2G8+7RQ, Jl. Kuala Langsa, Sungai Pauh, Kec. Langsa Bar., Kota Langsa, Aceh;Tower Mangrove Forest Park Langsa, Aceh, merupakan tempat wisata baru untuk menikmati pemandangan Selat Malaka dan hutan bakau.;;;;;;;;;;;;;;;
225;Aceh;Kota Langsa;Wisata Pantai Buatan Kuala Langsa;4.2;160;Alam;Aceh;Pantai Kuala Geulumpang menyuguhkan keindahan alam dari hamparan pasir putihnya yang bersih serta air laut yang jernih dan berwarna kebiruan, demburan ombak;;;;;;;;;;;;;;;
226;Aceh;Kota Langsa;Vitra Tirta Raya WaterBoom;4.3;500;Alam;FXR8+23X, Paya Bujok Teungoh, Langsa Kota, Langsa City, Aceh 24355;;;;;;;;;;;;;;;;
227;Aceh;Kota Langsa;Lapangan Merdeka Langsa;4.4;1235;Sejarah;Jl. Jenderal Ahmad Yani, Gampong Jawa, Kec. Langsa Lama, Kota Langsa, Aceh 24375;asyarakat kota langsa dan sekitarnya memanfaatkan lapangan merdeka kota langsa sebagai tempat bersantai dengan keluarga. Alun-Alun di pusat;;;;;;;;;;;;;;;
228;Aceh;Kota Langsa;Taman Bambu Runcing;4.3;1575;Alam;FXC8+J7Q, Gampong Jawa, Langsa Kota, Langsa City, Aceh 24375;Park in langsa ;;;;;;;;;;;;;;;
229;Aceh;Kota Langsa;Pulau Pusong;4.2;50;Alam;H328+Q42, Telaga Tujuh, Langsa Barat, Langsa City, Aceh;Gampong Pusong adalah salah satu Gampong yang berada di Kecamatan Langsa Barat yang memiliki luas wilayah 250 Ha atau sekitar 2,5 Km2;;;;;;;;;;;;;;;
230;Aceh;Kota Langsa;Kebun Villa Indah;4.0;60;Alam; FWF2+4VQ, Geudubang Aceh, Langsa Baro, Langsa City, Aceh 24455;;;;;;;;;;;;;;;;
231;Aceh;Kota Lhokseumawe;Waduk Jeulikat;4.1;1238;Alam;44R4+GJ4, Jeulikat Blang Mangat, Jeuleukat, Blang Mangat, Jeuleukat, Kec. Blang Mangat, Kota Lhokseumawe, Aceh 24355;Waduk Jeulikat merupakan tempat wisata baru di Kota Lhokseumawe, menawarkan keindahan waduk pemandangan alam sekitar berupa perbukitan;;;;;;;;;;;;;;;
232;Aceh;Kota Lhokseumawe;Jualan kelontong;4.0;237;Alam;Aceh;"Ujung Blang beach is one of a famous beach in Lhokseumawe. Ujung Blang beach stretch of the river estuary Cunda covering four region namely Ujung Blang village, Ulee Jalan village, Hagu Barat Laut village, and Hagu Tengah village. Ujung Blang beach is named after the village where the beach is located. Meaning ""Sawan Blang"" own in Aceh is ""convulsions"" ends and means ""Blang"" means or stretch of farm fields. Because at first, Lhokseumawe region consists of acreage of rice fields, marshes, and vacant land. Sunrise view in this beach has its own nuances. Visitors are presented a view of the fishing activity a day - a day.";;;;;;;;;;;;;;;
233;Aceh;Kota Lhokseumawe;Pantai Lancok;3.9;257;Alam; Lancok, Syamtalira Bayu, North Aceh Regency, Aceh;Taman milik masyarakat lokal di bibir Pantai Lancok, Desa Lancok, Kecamatan Syamtalira Bayu,;;;;;;;;;;;;;;;
234;Aceh;Kota Lhokseumawe;Islamic Center Lhokseumawe;4.7;2718;Religi;54JR+2Q4, Simpang Empat, Banda Sakti, Lhokseumawe City, Aceh;Masjid Islamic Center merupakan salah satu sarana ibadah bagi mayoritas umat muslim di Kota Petro Dollar.;;;;;;;;;;;;;;;
235;Aceh;Kota Lhokseumawe;Island Beach Semadu;3.7;146;Alam; 63M8+3QV, Jl. Rancong, Industri, Kec. Muara Satu, Kota Lhokseumawe, Aceh;Seumadu Island is located in Muara Satu, about 10 kilometers east of Lhokseumawe. This island is a tourist spot for the citizens of Lhokseumawe for whom it is easily accessible. The island is also commonly known as Rancong Beach.;;;;;;;;;;;;;;;
236;Aceh;Kota Lhokseumawe;Waduk Kota Lhokseumawe;4.0;688;Alam;54CV+GP7, Mon Geudong, Lhokseumawe City, Aceh 24355;Tourist attraction in Indonesia;;;;;;;;;;;;;;;
237;Aceh;Kota Lhokseumawe;Museum Islam Samudra Pasai;4.2;234;Religi;46M2+2PF, Beuringen, Samudera, North Aceh Regency, Aceh;Museum in Aceh;;;;;;;;;;;;;;;
238;Aceh;Kota Lhokseumawe;Bukit Goa Jepang;4.2;102;Alam;636W+7W4, Blang Panyang, Muara Satu, Lhokseumawe City, Aceh;Destinasi wisata Bukit Goa Jepang merupakan objek bangunan peninggalan masa penjajahan Jepang yang digunakan sebagai tempat persembunyian;;;;;;;;;;;;;;;
239;Aceh;Kota Lhokseumawe;Pantai Jagu;4.1;198;Alam;Jl. Iskandar Muda No.19, Kp. Jawa Lama, Kec. Banda Sakti, Kota Lhokseumawe, Aceh;Pantai Jagu merupakan salah satu tempat wisata pantai baru di Kota Lhokseumawe, Aceh, yang lahir dari program pengentasan kota kumuh.;;;;;;;;;;;;;;;
240;Aceh;Kota Lhokseumawe;Taman Riyadhah;4.2;853;Pendidikan;54JR+Q77, Jl. Merdeka, Kuta Blang, Kec. Banda Sakti, Kota Lhokseumawe, Aceh;Park in Lhokseumawe, Aceh;;;;;;;;;;;;;;;
241;Aceh;Kota Lhokseumawe;Waterboom Taman Mangat Ceria;4.0;836;Alam;Alue Lim, Blang Mangat, Lhokseumawe City, Aceh 24355;Water Park in Aceh;;;;;;;;;;;;;;;
242;Aceh;Kota Lhokseumawe;KRUENG SAWEUK;4.2;111;Alam; Saweuk, Kuta Makmur, North Aceh Regency, Aceh 24184;Tourist attraction in Indonesia;;;;;;;;;;;;;;;
243;Aceh;Kota Lhokseumawe;Lapangan Hiraq;4.5;2;Alam; 54HV+W79, Simpang Empat, Banda Sakti, Lhokseumawe City, Aceh;City park in Lhokseumawe, Aceh;;;;;;;;;;;;;;;
244;Aceh;Kota Lhokseumawe;Museum Kota Lhokseumawe;4.2;131;Sejarah;Jl. Teuku Hamzah Bendanara, Kuta Blang, Kec. Banda Sakti, Kota Lhokseumawe, Aceh;Local history museum in Lhokseumawe, Aceh;;;;;;;;;;;;;;;
245;Aceh;Kota Lhokseumawe;Bukit Wisata Gua Jepang Lhokseumawe;4.1;422;Alam; 635W+QR8, Bukit wisata goa jepang blang panyang, Blang Panyang, Kec. Muara Satu, Kota Lhokseumawe, Aceh 24355;Heritage preservation in Aceh;;;;;;;;;;;;;;;
246;Aceh;Kota Lhokseumawe;Pantai Sawang;3.7;32;Alam;Sawang, Samudera, North Aceh Regency, Aceh;Tourist attraction in Aceh;;;;;;;;;;;;;;;
247;Aceh;Kota Lhokseumawe;Pantai Bangka Jaya;4.0;137;Alam;722F+RJQ, Keude Krueng Geukueh, Dewantara, North Aceh Regency, Aceh;Tourist attraction in Aceh;;;;;;;;;;;;;;;
248;Aceh;Kota Sabang;Iboih Beach;4.6;2413;Alam;Lokasi pantai cantik nan eksotis ini berada di Iboih, Sukakarya, Sabang, Aceh.;Picturesque beach popular for scuba diving & snorkeling amid abundant marine life & coral;;;;;;;;;;;;;;;
249;Aceh;Kota Sabang;Sumur Tiga Beach;4.5;978;Alam;berlokasi di pantai timur Pulau Weh atau sekira 15 menit dari Kota Sabang;Beach in Aceh;;;;;;;;;;;;;;;
250;Aceh;Kota Sabang;Pulau Rubia;4.7;199;Alam; kota Sabang, provinsi Aceh;Tiny island with beaches & eateries, surrounded by reefs teeming with fish & popular for snorkeling;;;;;;;;;;;;;;;
251;Aceh;Kota Sabang;I Love Sabang;4.6;853;Alam; V8GH+GXH, Cot Ba'u, Sukajaya, Sabang City, Aceh 24416;Monument in Sabang, Indonesia, Aceh;;;;;;;;;;;;;;;
252;Aceh;Kota Sabang;Pantai Sumur Tiga;4.4;12;Alam;Sumur Tiga Beach, Ie Meulee, Kec. Sukajaya, Kota Sabang, Aceh 24411;Tourist Attraction in Aceh;;;;;;;;;;;;;;;
253;Aceh;Kota Sabang;Rondo Island;4.7;168;Alam;Rondo is 50 km offshore from Indonesia's Sumatra mainland. ;Rondo Island is Indonesia's northernmost territory, located in the Andaman Sea, with a 0.650 km² area 35m above sea level. The island is one of the outlying islands of Indonesia in the Aceh province of the Sumatra region. It is administratively part of Ujung Bau village in the Sukakarya District of Sabang City, whose administration center is on Weh Island, south of Rondo. ;;;;;;;;;;;;;;;
254;Aceh;Kota Sabang;Benteng Jepang;4.6;971;Alam;R9WF+X9H, Ujong Kareung, Sukajaya, Sabang City, Aceh 24416;Historical landmark in Aceh;;;;;;;;;;;;;;;
255;Aceh;Kota Sabang;Rubiah Beach;4.7;1021;Alam; V7H5+Q96 Pulau Rubiah, Iboih, Sukakarya, Kota Sabang, Aceh 24411;Tourist Attraction in Indonesia ;;;;;;;;;;;;;;;
256;Aceh;Kota Subulussalam;Alas River;4.0;4;Alam;Aceh;Alas River is a river in Aceh in northeastern Sumatra, Indonesia, about 1400 km northwest of the capital Jakarta. It is known for its white water rafting. The banks of the rivers are inhabited by the Alas people. ;;;;;;;;;;;;;;;
257;North Sumatra;Kabupaten Asahan;Air Terjun Turbo ( Turunan Bolon );4.5;13;Alam;P47X+97G, Tomuan Holbung, Bandar Pasir Mandoge, Asahan Regency, North Sumatra 21174;Water park in North Sumatra;;;;;;;;;;;;;;;
258;North Sumatra;Kabupaten Asahan;Air Terjun Simonang Monang;4.0;17;Alam;JFPC+89M, Desa, Perkebunan Padang Pulau, Kec. Bandar Pulau, Kabupaten Asahan,;Scenic spot in North Sumatra;;;;;;;;;;;;;;;
259;North Sumatra;Kabupaten Asahan;Pansur Napitu;4.3;63;Alam;M948+FM2, Gunung Berkat, Bandar Pulau, Asahan Regency, North Sumatra 21274;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
260;North Sumatra;Kabupaten Asahan;Danau Kelapa Gading;4.1;329;Alam;XJC7+3HR, Kisaran Naga, Kota Kisaran Timur, Asahan Regency, North Sumatra 21211;Tourist attraction in Selawan, North Sumatra;;;;;;;;;;;;;;;
261;North Sumatra;Kabupaten Asahan;Danau Teratai;3.7;32;Alam;North Sumatera;Lake in North Sumatra;;;;;;;;;;;;;;;
262;North Sumatra;Kabupaten Asahan;Bedeng 7 river park;4.1;206;Alam;JF35+H9V, Marjanji Aceh, Aek Songsongan, Asahan Regency, North Sumatra 21274;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
263;North Sumatra;Kabupaten Asahan;Masjid Agung H. Achmad Bakrie Kisaran;4.8;4028;Religi;XJQ6+CCH, Sidomukti, Kota Kisaran Barat, Asahan Regency, North Sumatra 21211;Mosque in North Sumatra;;;;;;;;;;;;;;;
264;North Sumatra;Kabupaten Asahan;Wisata Alam Mangrove Desa Silo Baru;4.4;49;Alam;4Q5R+35J, Silo Baru, Silau Laut, Asahan Regency, North Sumatra;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
265;North Sumatra;Kabupaten Asahan;Waterboom Ragil;4.0;491;Alam;Perkebunan Sei Dadap III/IV, Sei Dadap, Asahan Regency, North Sumatra 21212;Water park in North Sumatra;;;;;;;;;;;;;;;
266;North Sumatra;Kabupaten Asahan;Waterboom Blue;3.6;138;Alam;Siumbut Umbut, Kota Kisaran Timur, Asahan Regency, North Sumatra 21263;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
267;North Sumatra;Kabupaten Asahan;Aek Saroha;3.9;15;Alam;P627+P9M, Unnamed Road, Huta Bagasan, Kec. Bandar Pasir Mandoge, Kabupaten Asahan, Sumatera Utara 21262;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
268;North Sumatra;Kabupaten Asahan;Hutan Kota Kisaran;4.3;249;Alam;XJV6+CJ6, Sidomukti, Kota Kisaran Barat, Asahan Regency, North Sumatra 21217;City park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Batu Bara;Singapore Land Waterpark Batu Bara;4.1;1769;Alam;Jl. Lintas Sumatra No.KM 141, Perkebunan Sei Balai, Kec. Sei Balai, Kabupaten Batu Bara, Sumatera Utara 21253;Water park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Batu Bara;Dogi Park Waterboom Indrapura;3.9;1010;Alam;Jalan H. Barus Siregar Desa Tanjung Kubah, Indrapura, Kec. Air Putih, Kabupaten Batu Bara, Sumatera Utara 21256;Water park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Batu Bara;Istana Niat Lima Laras;4.2;256;Sejarah;6J23+XQ5, jl. istana desa, Lima Laras, Kec. Tj. Tiram, Kabupaten Batu Bara, Sumatera Utara 21253;Museum in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Batu Bara;Pantai Jono/Perjuangan;3.6;431;Alam;North Sumatera;Beach in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Batu Bara;Pemandian Air Panas Sumber Padi;4.3;398;Alam; Sumber Padi, Lima Puluh, Batu Bara Regency, North Sumatra 21255;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Batu Bara;Pantai Sejarah Pantai Perupuk;4.0;262;Alam;Perupuk, Kec. Lima Puluh Pesisir, Kab. Batu Bara;Sebuah pantai yang berada di Kecamatan Batu Bara, Sumatera Utara ;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Batu Bara;Alam Wisata Danau Laut Tador;3.3;30;Alam;769V+622, Laut Tador, Sei Suka, Batu Bara Regency, North Sumatra 20998;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Batu Bara;PEMANDIAN AIR PANAS - BATU BARA ( 50 );4.3;29;Alam;5C8R+P5P, Sumber Padi, Lima Puluh, Batu Bara Regency, North Sumatra 21255;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Batu Bara;Datuk Nature Tourism;3.9;1142;Alam;Kwala Indah, Sei Suka, Batu Bara Regency, North Sumatra 21256;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Taman Wisata Iman Sitinjo, Dairi;4.5;714;Alam;P9HM+XFJ Taman wisata Iman, Sitinjo I, Kec. Sitinjo, Kabupaten Dairi, Sumatera Utara;Leafy park with statues depicting biblical tales, plus buildings in Hindu, Muslim & Buddhist styles.;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Tao Silalahi Hotel;4.5;420;Alam; QGRM+85C, Silalahi I, Silalahi III, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara 22281;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Parks Faith;4.3;521;Religi;Jalan Sidikalang - Medan No.5, Sitinjo, Kec. Sitinjo, Kabupaten Dairi, Sumatera Utara 22281;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Pantai Silalahi;4.3;292;Alam;QGVH+V4Q, Silalahi III, Silahisabungan, Dairi Regency, North Sumatra;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Perkemahan Paropo;4.6;131;Alam;Paropo I, Silahisabungan, Dairi Regency, North Sumatra;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Air Terjun Siringo;4.5;101;Alam; QHF3+34M, Silalahi III, Silahisabungan, Dairi Regency, North Sumatra;Off roading area in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Aek Sipaulak Hosa Loja;4.6;101;Sejarah;22281 Silalahi 1, Paropo, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara 22281;Historical landmark in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Paropo Tepian Danau Toba;4.8;88;Alam;VG6F+P3J, Silalahi I, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara 22281;Swimming lake in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Taman Wisata Iman;4.3;143;Alam;P9VF+39C, Sitinjo, Dairi Regency, North Sumatra 22281;National park in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Pemandian Alam Lau Timah;4.3;64;Alam;33Q4+2XJ, Renun, Tanah Pinem, Dairi Regency, North Sumatra 22164;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
;North Sumatra;Kabupaten Dairi;Batu Sigadap;4.7;18;Alam; RG2H+F2G, Silalahi I, Kec. Silahsabungan, Kabupaten Dairi, Sumatera Utara;Tourist attraction in North Sumatra;;;;;;;;;;;;;;;
